time	level_y	level_p4	level_se4
1963m3			
1963m4			
1963m5			
1963m6			
1963m7			
1963m8			
1963m9			
1963m10			
1963m11			
1963m12			
1964m1			
1964m2			
1964m3			
1964m4			
1964m5			
1964m6			
1964m7			
1964m8			
1964m9			
1964m10			
1964m11			
1964m12			
1965m1			
1965m2			
1965m3			
1965m4			
1965m5			
1965m6			
1965m7			
1965m8			
1965m9			
1965m10			
1965m11			
1965m12			
1966m1			
1966m2			
1966m3			
1966m4			
1966m5			
1966m6			
1966m7			
1966m8			
1966m9			
1966m10			
1966m11			
1966m12			
1967m1			
1967m2			
1967m3			
1967m4			
1967m5			
1967m6			
1967m7			
1967m8			
1967m9			
1967m10			
1967m11			
1967m12			
1968m1			
1968m2			
1968m3			
1968m4			
1968m5			
1968m6			
1968m7			
1968m8			
1968m9			
1968m10			
1968m11			
1968m12			
1969m1			
1969m2			
1969m3			
1969m4			
1969m5			
1969m6			
1969m7			
1969m8			
1969m9			
1969m10			
1969m11			
1969m12			
1970m1			
1970m2			
1970m3			
1970m4			
1970m5			
1970m6			
1970m7			
1970m8			
1970m9			
1970m10			
1970m11			
1970m12			
1971m1			
1971m2			
1971m3			
1971m4			
1971m5			
1971m6			
1971m7			
1971m8			
1971m9			
1971m10			
1971m11			
1971m12			
1972m1			
1972m2			
1972m3			
1972m4			
1972m5			
1972m6			
1972m7			
1972m8			
1972m9			
1972m10			
1972m11			
1972m12			
1973m1			
1973m2			
1973m3			
1973m4			
1973m5			
1973m6			
1973m7			
1973m8			
1973m9			
1973m10			
1973m11			
1973m12			
1974m1			
1974m2			
1974m3			
1974m4			
1974m5			
1974m6			
1974m7			
1974m8			
1974m9			
1974m10			
1974m11			
1974m12			
1975m1			
1975m2			
1975m3			
1975m4			
1975m5			
1975m6			
1975m7			
1975m8			
1975m9			
1975m10			
1975m11			
1975m12			
1976m1			
1976m2			
1976m3			
1976m4			
1976m5			
1976m6			
1976m7			
1976m8			
1976m9			
1976m10			
1976m11			
1976m12			
1977m1			
1977m2			
1977m3			
1977m4			
1977m5			
1977m6			
1977m7			
1977m8			
1977m9			
1977m10			
1977m11			
1977m12			
1978m1			
1978m2			
1978m3			
1978m4			
1978m5			
1978m6			
1978m7			
1978m8			
1978m9			
1978m10			
1978m11			
1978m12			
1979m1			
1979m2			
1979m3			
1979m4			
1979m5			
1979m6			
1979m7			
1979m8			
1979m9			
1979m10			
1979m11			
1979m12			
1980m1			
1980m2			
1980m3			
1980m4			
1980m5			
1980m6			
1980m7			
1980m8			
1980m9			
1980m10			
1980m11			
1980m12			
1981m1			
1981m2			
1981m3			
1981m4			
1981m5			
1981m6			
1981m7			
1981m8			
1981m9			
1981m10			
1981m11			
1981m12			
1982m1			
1982m2			
1982m3			
1982m4			
1982m5			
1982m6			
1982m7			
1982m8			
1982m9			
1982m10			
1982m11			
1982m12			
1983m1			
1983m2			
1983m3			
1983m4			
1983m5			
1983m6			
1983m7			
1983m8			
1983m9			
1983m10			
1983m11			
1983m12			
1984m1			
1984m2			
1984m3			
1984m4			
1984m5			
1984m6			
1984m7			
1984m8			
1984m9			
1984m10			
1984m11			
1984m12			
1985m1			
1985m2			
1985m3			
1985m4			
1985m5			
1985m6			
1985m7			
1985m8			
1985m9			
1985m10			
1985m11			
1985m12			
1986m1			
1986m2			
1986m3			
1986m4			
1986m5			
1986m6			
1986m7			
1986m8			
1986m9			
1986m10			
1986m11			
1986m12			
1987m1			
1987m2			
1987m3			
1987m4			
1987m5			
1987m6			
1987m7			
1987m8			
1987m9			
1987m10			
1987m11			
1987m12			
1988m1			
1988m2			
1988m3			
1988m4			
1988m5			
1988m6			
1988m7			
1988m8			
1988m9			
1988m10			
1988m11			
1988m12			
1989m1			
1989m2			
1989m3			
1989m4			
1989m5			
1989m6			
1989m7			
1989m8			
1989m9			
1989m10			
1989m11			
1989m12			
1990m1			
1990m2			
1990m3			
1990m4			
1990m5			
1990m6			
1990m7			
1990m8			
1990m9			
1990m10			
1990m11			
1990m12			
1991m1			
1991m2			
1991m3			
1991m4			
1991m5			
1991m6			
1991m7			
1991m8			
1991m9			
1991m10			
1991m11			
1991m12			
1992m1			
1992m2			
1992m3			
1992m4			
1992m5			
1992m6			
1992m7			
1992m8			
1992m9			
1992m10			
1992m11			
1992m12			
1993m1	32434		
1993m2	30690.31		
1993m3	34484.29		
1993m4	36984.1		
1993m5	39836.32		
1993m6	42469.59		
1993m7	42996.14		
1993m8	44566.37		
1993m9	45376.52		
1993m10	44251.09		
1993m11	44211.51		
1993m12	38890.06		
1994m1	35594.32		
1994m2	33518.09		
1994m3	39058.73		
1994m4	42591.94		
1994m5	45801.31		
1994m6	47937.81		
1994m7	47771.02		
1994m8	49054.74		
1994m9	49445		
1994m10	47099.36		
1994m11	45986.58		
1994m12	39430.09		
1995m1	37103.41		
1995m2	34851.39		
1995m3	39431.38		
1995m4	41645.63		
1995m5	44436.34		
1995m6	46753.5		
1995m7	47278.02		
1995m8	48220.81		
1995m9	48814.38		
1995m10	47741		
1995m11	45546.61		
1995m12	39721.8		
1996m1	38019.27		
1996m2	36277.67		
1996m3	41025.67		
1996m4	44940.68		
1996m5	48637.34		
1996m6	52064.35		
1996m7	51694.08		
1996m8	53557.84		
1996m9	53826.96		
1996m10	53587.12		
1996m11	50587.39		
1996m12	43200.12		
1997m1	40519.64		
1997m2	38880.08		
1997m3	43549.62		
1997m4	46213.44		
1997m5	50266.25		
1997m6	52563.23		
1997m7	53791.65		
1997m8	55147.29		
1997m9	55956.08		
1997m10	55362.2		
1997m11	51641.41		
1997m12	45114.97		
1998m1	42698.46		
1998m2	41424.41		
1998m3	48238.89		
1998m4	51837.04		
1998m5	55385.61		
1998m6	60622.06		
1998m7	59661		
1998m8	60974.99		
1998m9	60865.24		
1998m10	60131.09		
1998m11	57238.73		
1998m12	50055.02		
1999m1	46566.25		
1999m2	46265.16		
1999m3	53209.69		
1999m4	55083.13		
1999m5	58230.88		
1999m6	62596.2		
1999m7	62960.34		
1999m8	63283.5		
1999m9	63101.39		
1999m10	63005.45		
1999m11	61800.91		
1999m12	54625.21		
2000m1	50025.56		
2000m2	50563.34		
2000m3	57248.82		
2000m4	59769.08		
2000m5	64055.79		
2000m6	66749.42		
2000m7	65556.62		
2000m8	67568.84		
2000m9	66193.77		
2000m10	66057.12		
2000m11	63600.25		
2000m12	55711.16		
2001m1	51870.27		
2001m2	50529.05		
2001m3	57242.31		
2001m4	60746.83		
2001m5	64320.23		
2001m6	68374.33		
2001m7	67987.23		
2001m8	68408.16		
2001m9	65950.65		
2001m10	65921.52		
2001m11	62402.01		
2001m12	55921.42		
2002m1	52087.02		
2002m2	51071.96		
2002m3	56651.34		
2002m4	60928.28		
2002m5	62820.76		
2002m6	65903.13		
2002m7	66568.8		
2002m8	65826.51		
2002m9	62555.43		
2002m10	63480		
2002m11	60621.02		
2002m12	54320.36		
2003m1	51421.43		
2003m2	50394.73		
2003m3	56383.71		
2003m4	59925.88		
2003m5	63318.11		
2003m6	67542.87		
2003m7	69792.7		
2003m8	70870.27		
2003m9	69153.26		
2003m10	70231.56		
2003m11	67140.59		
2003m12	62000.43		
2004m1	56729.02		
2004m2	56038.25		
2004m3	64078.23		
2004m4	67660.2		
2004m5	71807.02		
2004m6	76084.41		
2004m7	79404.55		
2004m8	81359.12		
2004m9	77546.59		
2004m10	77629.14		
2004m11	73927.22		
2004m12	67109.41		
2005m1	63256.84		
2005m2	63685.88		
2005m3	71440.5		
2005m4	76229.68		
2005m5	79537.3		
2005m6	84558.81		
2005m7	87552.43		
2005m8	89812.89		
2005m9	87050.49		
2005m10	88451.56		
2005m11	84021.81		
2005m12	76017		
2006m1	71093.79		
2006m2	70827.03		
2006m3	79298.59		
2006m4	82118.87		
2006m5	84434.74		
2006m6	86881.22		
2006m7	86844.8		
2006m8	87072.59		
2006m9	82058.73		
2006m10	81056.04		
2006m11	75402.83		
2006m12	68561.78		
2007m1	63297.15		
2007m2	63143.4		
2007m3	70524.9		
2007m4	74381.98		
2007m5	77555.44		
2007m6	80892.08		
2007m7	81575.12		
2007m8	82387.89		
2007m9	78040.75		
2007m10	79171.97		
2007m11	71593.65		
2007m12	64325.5		
2008m1	60005.3		
2008m2	59404.32		
2008m3	63060.75		
2008m4	66386.5		
2008m5	68187.07		
2008m6	69831.34		
2008m7	70616.69		
2008m8	69651.13		
2008m9	67049.46		
2008m10	68230.22		
2008m11	60470.5		
2008m12	54773.86		
2009m1	47684.34		
2009m2	46580.04		
2009m3	49305.39		
2009m4	50222.09		
2009m5	50275.44		
2009m6	51843.48		
2009m7	52382.71		
2009m8	52917.79		
2009m9	50701.46		
2009m10	51434.17		
2009m11	45913.22		
2009m12	42416.57		
2010m1	36135.39		
2010m2	35943.11		
2010m3	39445.53		
2010m4	42182.45		
2010m5	42830.74		
2010m6	45022.11		
2010m7	44098.87		
2010m8	44875.89		
2010m9	43386.41		
2010m10	44758.22		
2010m11	41414.45		
2010m12	38727.41		
2011m1	31819.7		
2011m2	31909.24		
2011m3	35921.51		
2011m4	38655.45		
2011m5	40589.31		
2011m6	44110.46		
2011m7	44100.56		
2011m8	46229.54		
2011m9	45414.13		
2011m10	46267.33		
2011m11	42678.61		
2011m12	40281.32		
2012m1	37062.73		
2012m2	37043.27		
2012m3	40572.68		
2012m4	43739.77		
2012m5	46052.13		
2012m6	48087.24		
2012m7	48608.71		
2012m8	49949.47		
2012m9	49862.88		
2012m10	52007.68		
2012m11	47642.27		
2012m12	44460.46		
2013m1	39587.98		
2013m2	39327.84		
2013m3	43629.14		
2013m4	46944.36		
2013m5	49679.98		
2013m6	52038.86		
2013m7	54024.24		
2013m8	55240.07		
2013m9	55257.82		
2013m10	57186.07		
2013m11	53602.12		
2013m12	51116.96		
2014m1	47220.38		
2014m2	46815.91		
2014m3	51838		
2014m4	55490.04		
2014m5	57667.89		
2014m6	59763		
2014m7	59812.57		
2014m8	59897.1		
2014m9	60591.33		
2014m10	62513.71		
2014m11	58357.81		
2014m12	55153.69		
2015m1	50469.69		
2015m2	50925.6		
2015m3	57390.09		
2015m4	61423.84		
2015m5	65134.99		
2015m6	69056.5		
2015m7	68846.7		
2015m8	68650.95		
2015m9	68563.49		
2015m10	68388.01		
2015m11	63754.83		
2015m12	59371.4		
2016m1	54008.93		
2016m2	55435.25		
2016m3	62691.42		
2016m4	64790.84		
2016m5	68338.69		
2016m6	71897.32		
2016m7	73259.32		
2016m8	72951.55		
2016m9	72912.23		
2016m10	73664.95		
2016m11	70660.63		
2016m12	65858.05		
2017m1	59274.83		
2017m2	59600.91	59600.91	0
2017m3		67006.2	60640.68
2017m4		69479.15	61698.13
2017m5		73104.41	62808.61
2017m6		76353.33	63961.53
2017m7		77783.28	65136.6
2017m8		78345.52	66313.17
2017m9		76410.28	67527.47
2017m10		77182.65	68786.37
2017m11		72522.08	70149.94
2017m12		66581.83	71545.84
2018m1		60548.87	72994.09
2018m2		60820.78	74492.16
